"Key"	"English"	"Japanese"	"French"	"Spanish"	"German"	"Italian"	"Korean"	"ChineseTraditional"	"BrazilianPortuguese"
"pokemon_name_0337"	"Lunatone"	"ルナトーン"	"Séléroc"	"Lunatone"	"Lunastein"	"Lunatone"	"루나톤"	"月石"	"Lunatone"
"pokemon_name_0338"	"Solrock"	"ソルロック"	"Solaroc"	"Solrock"	"Sonnfel"	"Solrock"	"솔록"	"太陽岩"	"Solrock"
"pokemon_name_0339"	"Barboach"	"ドジョッチ"	"Barloche"	"Barboach"	"Schmerbe"	"Barboach"	"미꾸리"	"泥泥鰍"	"Barboach"
"pokemon_name_0340"	"Whiscash"	"ナマズン"	"Barbicha"	"Whiscash"	"Welsar"	"Whiscash"	"메깅"	"鯰魚王"	"Whiscash"
"pokemon_name_0341"	"Corphish"	"ヘイガニ"	"Écrapince"	"Corphish"	"Krebscorps"	"Corphish"	"가재군"	"龍蝦小兵"	"Corphish"
"pokemon_name_0342"	"Crawdaunt"	"シザリガー"	"Colhomard"	"Crawdaunt"	"Krebutack"	"Crawdaunt"	"가재장군"	"鐵螯龍蝦"	"Crawdaunt"
"pokemon_name_0343"	"Baltoy"	"ヤジロン"	"Balbuto"	"Baltoy"	"Puppance"	"Baltoy"	"오뚝군"	"天秤偶"	"Baltoy"
"pokemon_name_0344"	"Claydol"	"ネンドール"	"Kaorine"	"Claydol"	"Lepumentas"	"Claydol"	"점토도리"	"念力土偶"	"Claydol"
"pokemon_name_0345"	"Lileep"	"リリーラ"	"Lilia"	"Lileep"	"Liliep"	"Lileep"	"릴링"	"觸手百合"	"Lileep"
"pokemon_name_0346"	"Cradily"	"ユレイドル"	"Vacilys"	"Cradily"	"Wielie"	"Cradily"	"릴리요"	"搖籃百合"	"Cradily"
"pokemon_name_0347"	"Anorith"	"アノプス"	"Anorith"	"Anorith"	"Anorith"	"Anorith"	"아노딥스"	"太古羽蟲"	"Anorith"
"pokemon_name_0348"	"Armaldo"	"アーマルド"	"Armaldo"	"Armaldo"	"Armaldo"	"Armaldo"	"아말도"	"太古盔甲"	"Armaldo"
"pokemon_name_0349"	"Feebas"	"ヒンバス"	"Barpau"	"Feebas"	"Barschwa"	"Feebas"	"빈티나"	"醜醜魚"	"Feebas"
"pokemon_name_0350"	"Milotic"	"ミロカロス"	"Milobellus"	"Milotic"	"Milotic"	"Milotic"	"밀로틱"	"美納斯"	"Milotic"
"pokemon_name_0351"	"Castform"	"ポワルン"	"Morphéo"	"Castform"	"Formeo"	"Castform"	"캐스퐁"	"飄浮泡泡"	"Castform"
"pokemon_name_0352"	"Kecleon"	"カクレオン"	"Kecleon"	"Kecleon"	"Kecleon"	"Kecleon"	"켈리몬"	"變隱龍"	"Kecleon"
"pokemon_name_0353"	"Shuppet"	"カゲボウズ"	"Polichombr"	"Shuppet"	"Shuppet"	"Shuppet"	"어둠대신"	"怨影娃娃"	"Shuppet"
"pokemon_name_0354"	"Banette"	"ジュペッタ"	"Branette"	"Banette"	"Banette"	"Banette"	"다크펫"	"詛咒娃娃"	"Banette"
"pokemon_name_0355"	"Duskull"	"ヨマワル"	"Skelénox"	"Duskull"	"Zwirrlicht"	"Duskull"	"해골몽"	"夜巡靈"	"Duskull"
"pokemon_name_0356"	"Dusclops"	"サマヨール"	"Téraclope"	"Dusclops"	"Zwirrklop"	"Dusclops"	"미라몽"	"彷徨夜靈"	"Dusclops"
"pokemon_name_0357"	"Tropius"	"トロピウス"	"Tropius"	"Tropius"	"Tropius"	"Tropius"	"트로피우스"	"熱帶龍"	"Tropius"
"pokemon_name_0358"	"Chimecho"	"チリーン"	"Éoko"	"Chimecho"	"Palimpalim"	"Chimecho"	"치렁"	"風鈴鈴"	"Chimecho"
"pokemon_name_0359"	"Absol"	"アブソル"	"Absol"	"Absol"	"Absol"	"Absol"	"앱솔"	"阿勃梭魯"	"Absol"
"pokemon_name_0360"	"Wynaut"	"ソーナノ"	"Okéoké"	"Wynaut"	"Isso"	"Wynaut"	"마자"	"小果然"	"Wynaut"
"pokemon_name_0361"	"Snorunt"	"ユキワラシ"	"Stalgamin"	"Snorunt"	"Schneppke"	"Snorunt"	"눈꼬마"	"雪童子"	"Snorunt"
"pokemon_name_0362"	"Glalie"	"オニゴーリ"	"Oniglali"	"Glalie"	"Firnontor"	"Glalie"	"얼음귀신"	"冰鬼護"	"Glalie"
"pokemon_name_0363"	"Spheal"	"タマザラシ"	"Obalie"	"Spheal"	"Seemops"	"Spheal"	"대굴레오"	"海豹球"	"Spheal"
"pokemon_name_0364"	"Sealeo"	"トドグラー"	"Phogleur"	"Sealeo"	"Seejong"	"Sealeo"	"씨레오"	"海魔獅"	"Sealeo"
"pokemon_name_0365"	"Walrein"	"トドゼルガ"	"Kaimorse"	"Walrein"	"Walraisa"	"Walrein"	"씨카이저"	"帝牙海獅"	"Walrein"
"pokemon_name_0366"	"Clamperl"	"パールル"	"Coquiperl"	"Clamperl"	"Perlu"	"Clamperl"	"진주몽"	"珍珠貝"	"Clamperl"
"pokemon_name_0367"	"Huntail"	"ハンテール"	"Serpang"	"Huntail"	"Aalabyss"	"Huntail"	"헌테일"	"獵斑魚"	"Huntail"
"pokemon_name_0368"	"Gorebyss"	"サクラビス"	"Rosabyss"	"Gorebyss"	"Saganabyss"	"Gorebyss"	"분홍장이"	"櫻花魚"	"Gorebyss"
"pokemon_name_0369"	"Relicanth"	"ジーランス"	"Relicanth"	"Relicanth"	"Relicanth"	"Relicanth"	"시라칸"	"古空棘魚"	"Relicanth"
"pokemon_name_0370"	"Luvdisc"	"ラブカス"	"Lovdisc"	"Luvdisc"	"Liebiskus"	"Luvdisc"	"사랑동이"	"愛心魚"	"Luvdisc"
"pokemon_name_0371"	"Bagon"	"タツベイ"	"Draby"	"Bagon"	"Kindwurm"	"Bagon"	"아공이"	"寶貝龍"	"Bagon"
"pokemon_name_0372"	"Shelgon"	"コモルー"	"Drackhaus"	"Shelgon"	"Draschel"	"Shelgon"	"쉘곤"	"甲殼龍"	"Shelgon"
"pokemon_name_0373"	"Salamence"	"ボーマンダ"	"Drattak"	"Salamence"	"Brutalanda"	"Salamence"	"보만다"	"暴飛龍"	"Salamence"
"pokemon_name_0374"	"Beldum"	"ダンバル"	"Terhal"	"Beldum"	"Tanhel"	"Beldum"	"메탕"	"鐵啞鈴"	"Beldum"
"pokemon_name_0375"	"Metang"	"メタング"	"Métang"	"Metang"	"Metang"	"Metang"	"메탕구"	"金屬怪"	"Metang"
"pokemon_name_0376"	"Metagross"	"メタグロス"	"Métalosse"	"Metagross"	"Metagross"	"Metagross"	"메타그로스"	"巨金怪"	"Metagross"
"pokemon_name_0377"	"Regirock"	"レジロック"	"Regirock"	"Regirock"	"Regirock"	"Regirock"	"레지락"	"雷吉洛克"	"Regirock"
"pokemon_name_0378"	"Regice"	"レジアイス"	"Regice"	"Regice"	"Regice"	"Regice"	"레지아이스"	"雷吉艾斯"	"Regice"
"pokemon_name_0379"	"Registeel"	"レジスチル"	"Registeel"	"Registeel"	"Registeel"	"Registeel"	"레지스틸"	"雷吉斯奇魯"	"Registeel"
"pokemon_name_0380"	"Latias"	"ラティアス"	"Latias"	"Latias"	"Latias"	"Latias"	"라티아스"	"拉帝亞斯"	"Latias"
"pokemon_name_0381"	"Latios"	"ラティオス"	"Latios"	"Latios"	"Latios"	"Latios"	"라티오스"	"拉帝歐斯"	"Latios"
"pokemon_name_0382"	"Kyogre"	"カイオーガ"	"Kyogre"	"Kyogre"	"Kyogre"	"Kyogre"	"가이오가"	"蓋歐卡"	"Kyogre"
"pokemon_name_0383"	"Groudon"	"グラードン"	"Groudon"	"Groudon"	"Groudon"	"Groudon"	"그란돈"	"固拉多"	"Groudon"
"pokemon_name_0384"	"Rayquaza"	"レックウザ"	"Rayquaza"	"Rayquaza"	"Rayquaza"	"Rayquaza"	"레쿠쟈"	"烈空坐"	"Rayquaza"
"pokemon_name_0385"	"Jirachi"	"ジラーチ"	"Jirachi"	"Jirachi"	"Jirachi"	"Jirachi"	"지라치"	"基拉祈"	"Jirachi"
"pokemon_name_0386"	"Deoxys"	"デオキシス"	"Deoxys"	"Deoxys"	"Deoxys"	"Deoxys"	"테오키스"	"代歐奇希斯"	"Deoxys"
